itemid,type,snmp_community,snmp_oid,hostid,name,key_,delay,history,trends,status,value_type,trapper_hosts,units,multiplier,delta,snmpv3_securityname,snmpv3_securitylevel,snmpv3_authpassphrase,snmpv3_privpassphrase,formula,error,lastlogsize,logtimefmt,templateid,valuemapid,delay_flex,params,ipmi_sensor,data_type,authtype,username,password,publickey,privatekey,mtime,flags,filter,interfaceid,port,description,inventory_link,lifetime,snmpv3_authprotocol,snmpv3_privprotocol,state,snmpv3_contextname
22826,0,,,10073,"MySQL commit operations per second",mysql.status[Com_commit],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22827,0,,,10073,"MySQL begin operations per second",mysql.status[Com_begin],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22828,0,,,10073,"MySQL delete operations per second",mysql.status[Com_delete],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22829,0,,,10073,"MySQL bytes sent per second",mysql.status[Bytes_sent],60,7,365,0,0,,Bps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The number of bytes sent to all clients.

It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22830,0,,,10073,"MySQL bytes received per second",mysql.status[Bytes_received],60,7,365,0,0,,Bps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The number of bytes received from all clients. 

It requires user parameter mysql.status[*], which is defined in 
userparameter_mysql.conf.",0,30,0,0,0,
22831,0,,,10073,"MySQL queries per second",mysql.status[Questions],60,7,365,0,0,,qps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22832,0,,,10073,"MySQL slow queries",mysql.status[Slow_queries],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It requires user parameter mysql.status[*], which is defined in userparameter_mysql.conf.",0,30,0,0,0,
22833,0,,,10074,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
22834,0,,,10074,"Version of agent running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
22835,0,,,10074,"Maximum number of opened files",kernel.maxfiles,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
22836,0,,,10074,"Maximum number of processes",kernel.maxproc,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
22837,0,,,10074,"Number of running processes","proc.num[,,run]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of processes in running state.",0,30,0,0,0,
22838,0,,,10074,"Number of processes",proc.num[],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Total number of processes in any state.",0,30,0,0,0,
22839,0,,,10074,"Host boot time",system.boottime,600,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22840,0,,,10074,"Interrupts per second",system.cpu.intr,60,7,365,0,3,,ips,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22841,0,,,10074,"Processor load (15 min average per core)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22842,0,,,10074,"Processor load (1 min average per core)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22843,0,,,10074,"Processor load (5 min average per core)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22844,0,,,10074,"Context switches per second",system.cpu.switches,60,7,365,0,3,,sps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22845,0,,,10074,"CPU $2 time","system.cpu.util[,idle]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent doing nothing.",0,30,0,0,0,
22846,0,,,10074,"CPU $2 time","system.cpu.util[,interrupt]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The amount of time the CPU has been servicing hardware interrupts.",0,30,0,0,0,
22848,0,,,10074,"CPU $2 time","system.cpu.util[,nice]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that have been niced.",0,30,0,0,0,
22851,0,,,10074,"CPU $2 time","system.cpu.util[,system]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running the kernel and its processes.",0,30,0,0,0,
22852,0,,,10074,"CPU $2 time","system.cpu.util[,user]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that are not niced.",0,30,0,0,0,
22853,0,,,10074,"Host name",system.hostname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"System host name.",3,30,0,0,0,
22854,0,,,10074,"Host local time",system.localtime,60,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22855,0,,,10074,"Free swap space","system.swap.size[,free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22856,0,,,10074,"Free swap space in %","system.swap.size[,pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22857,0,,,10074,"Total swap space","system.swap.size[,total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22858,0,,,10074,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The information as normally returned by 'uname -a'.",5,30,0,0,0,
22859,0,,,10074,"System uptime",system.uptime,600,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22860,0,,,10074,"Number of logged in users",system.users.num,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of users who are currently logged in.",0,30,0,0,0,
22861,0,,,10074,"Checksum of $1",vfs.file.cksum[/etc/passwd],3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22862,0,,,10074,"Available memory",vm.memory.size[available],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Available memory is defined as free+cached+buffers memory.",0,30,0,0,0,
22863,0,,,10074,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22867,0,,,10074,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
22868,0,,,10074,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22869,0,,,10074,"Free inodes on $1 (percentage)","vfs.fs.inode[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22870,0,,,10074,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22871,0,,,10074,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22872,0,,,10074,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22873,0,,,10075,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
22874,0,,,10075,"Version of agent running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
22875,0,,,10075,"Maximum number of opened files",kernel.maxfiles,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
22876,0,,,10075,"Maximum number of processes",kernel.maxproc,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
22877,0,,,10075,"Number of running processes","proc.num[,,run]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of processes in running state.",0,30,0,0,0,
22878,0,,,10075,"Number of processes",proc.num[],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Total number of processes in any state.",0,30,0,0,0,
22879,0,,,10075,"Host boot time",system.boottime,600,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22880,0,,,10075,"Interrupts per second",system.cpu.intr,60,7,365,0,3,,ips,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22881,0,,,10075,"Processor load (15 min average per core)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22882,0,,,10075,"Processor load (1 min average per core)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22883,0,,,10075,"Processor load (5 min average per core)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22884,0,,,10075,"Context switches per second",system.cpu.switches,60,7,365,0,3,,sps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22885,0,,,10075,"CPU $2 time","system.cpu.util[,idle]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent doing nothing.",0,30,0,0,0,
22886,0,,,10075,"CPU $2 time","system.cpu.util[,interrupt]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The amount of time the CPU has been servicing hardware interrupts.",0,30,0,0,0,
22888,0,,,10075,"CPU $2 time","system.cpu.util[,nice]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that have been niced.",0,30,0,0,0,
22891,0,,,10075,"CPU $2 time","system.cpu.util[,system]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running the kernel and its processes.",0,30,0,0,0,
22892,0,,,10075,"CPU $2 time","system.cpu.util[,user]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that are not niced.",0,30,0,0,0,
22893,0,,,10075,"Host name",system.hostname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"System host name.",3,30,0,0,0,
22894,0,,,10075,"Host local time",system.localtime,60,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22895,0,,,10075,"Free swap space","system.swap.size[,free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22896,0,,,10075,"Free swap space in %","system.swap.size[,pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22897,0,,,10075,"Total swap space","system.swap.size[,total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22898,0,,,10075,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The information as normally returned by 'uname -a'.",5,30,0,0,0,
22899,0,,,10075,"System uptime",system.uptime,600,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22900,0,,,10075,"Number of logged in users",system.users.num,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of users who are currently logged in.",0,30,0,0,0,
22901,0,,,10075,"Checksum of $1",vfs.file.cksum[/etc/passwd],3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22902,0,,,10075,"Available memory",vm.memory.size[available],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Available memory is defined as free+cached+buffers memory.",0,30,0,0,0,
22903,0,,,10075,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22907,0,,,10075,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
22908,0,,,10075,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22909,0,,,10075,"Free inodes on $1 (percentage)","vfs.fs.inode[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22910,0,,,10075,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22911,0,,,10075,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22912,0,,,10075,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22913,0,,,10076,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
22914,0,,,10076,"Version of agent running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
22917,0,,,10076,"Number of running processes","proc.num[,,run]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of processes in running state.",0,30,0,0,0,
22918,0,,,10076,"Number of processes",proc.num[],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Total number of processes in any state.",0,30,0,0,0,
22920,0,,,10076,"Interrupts per second",system.cpu.intr,60,7,365,0,3,,ips,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22921,0,,,10076,"Processor load (15 min average per core)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22922,0,,,10076,"Processor load (1 min average per core)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22923,0,,,10076,"Processor load (5 min average per core)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22924,0,,,10076,"Context switches per second",system.cpu.switches,60,7,365,0,3,,sps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22933,0,,,10076,"Host name",system.hostname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"System host name.",3,30,0,0,0,
22934,0,,,10076,"Host local time",system.localtime,60,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22938,0,,,10076,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The information as normally returned by 'uname -a'.",5,30,0,0,0,
22939,0,,,10076,"System uptime",system.uptime,600,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22940,0,,,10076,"Number of logged in users",system.users.num,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of users who are currently logged in.",0,30,0,0,0,
22941,0,,,10076,"Checksum of $1",vfs.file.cksum[/etc/passwd],3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22942,0,,,10076,"Available memory",vm.memory.size[available],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Available memory is defined as free+cached+buffers memory.",0,30,0,0,0,
22943,0,,,10076,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22944,0,,,10076,"Network interface discovery",net.if.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#IFNAME}:@Network interfaces for discovery",NULL,,"Discovery of network interfaces as defined in global regular expression ""Network interfaces for discovery"".",0,30,0,0,0,
22945,0,,,10076,"Incoming network traffic on $1",net.if.in[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22946,0,,,10076,"Outgoing network traffic on $1",net.if.out[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22947,0,,,10076,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
22948,0,,,10076,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22949,0,,,10076,"Free inodes on $1 (percentage)","vfs.fs.inode[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22950,0,,,10076,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22951,0,,,10076,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22952,0,,,10076,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22953,0,,,10077,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
22954,0,,,10077,"Version of agent running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
22961,0,,,10077,"Processor load (15 min average per core)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22962,0,,,10077,"Processor load (1 min average per core)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22963,0,,,10077,"Processor load (5 min average per core)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
22965,0,,,10077,"CPU $2 time","system.cpu.util[,idle]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent doing nothing.",0,30,0,0,0,
22968,0,,,10077,"CPU $2 time","system.cpu.util[,nice]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that have been niced.",0,30,0,0,0,
22971,0,,,10077,"CPU $2 time","system.cpu.util[,system]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running the kernel and its processes.",0,30,0,0,0,
22972,0,,,10077,"CPU $2 time","system.cpu.util[,user]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that are not niced.",0,30,0,0,0,
22973,0,,,10077,"Host name",system.hostname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"System host name.",3,30,0,0,0,
22974,0,,,10077,"Host local time",system.localtime,60,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22978,0,,,10077,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The information as normally returned by 'uname -a'.",5,30,0,0,0,
22980,0,,,10077,"Number of logged in users",system.users.num,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of users who are currently logged in.",0,30,0,0,0,
22981,0,,,10077,"Checksum of $1",vfs.file.cksum[/etc/passwd],3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22982,0,,,10077,"Available memory",vm.memory.size[available],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Available memory is defined as free+cached+buffers memory.",0,30,0,0,0,
22983,0,,,10077,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
22984,0,,,10077,"Network interface discovery",net.if.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#IFNAME}:@Network interfaces for discovery",NULL,,"Discovery of network interfaces as defined in global regular expression ""Network interfaces for discovery"".",0,30,0,0,0,
22985,0,,,10077,"Incoming network traffic on $1",net.if.in[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22986,0,,,10077,"Outgoing network traffic on $1",net.if.out[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
